,price,total_square,floor
4586,16990000,69.0,12
4587,45000000,102.0,3
4589,85528275,136.9,30
4590,27300000,71.0,10
4591,9500000,53.0,9
4593,41500000,76.2,14
4594,22000000,62.0,12
4595,98002160,133.3,8
4596,16000000,61.5,12
4597,7050000,47.4,4
4598,19000000,76.3,12
4599,6500000,40.0,3
4600,130000000,129.3,7
4601,13500000,70.4,13
4602,11900000,41.0,7
4603,38462696,76.0,8
4604,20455675,72.58,18
4605,12490000,44.7,12
4607,9838268,25.7,8
4608,8800000,64.3,2
4609,5853837,34.0,11
4610,16634402,72.6,25
4611,11200000,30.0,11
4612,36758994,64.2,20
4613,20423040,70.0,3
4614,11719388,81.3,2
4615,27500000,106.0,2
4617,53556224,108.0,13
4618,16500000,54.0,4
4619,17989920,56.0,18
4620,20800000,68.2,11
4621,15900000,44.0,9
4622,17000000,66.0,5
4623,18500000,46.0,3
4624,15500000,43.3,5
4625,15800000,67.2,9
4626,11300000,38.5,7
4627,64000000,80.0,6
4628,9535725,27.0,17
4629,11850000,36.0,9
4630,5000000,30.4,3
4631,18304097,61.7,7
4632,6125115,43.5,7
4633,8509500,28.0,2
4634,18900000,61.0,3
4635,6900000,44.7,4
4636,12600000,42.2,3
4637,13700000,41.6,9
4638,60000000,105.0,2
4639,11900000,76.7,13
4640,10400000,37.4,6
4641,6500000,42.7,1
4642,11999000,32.9,4
4644,13500000,89.0,19
4645,25100000,48.0,2
4646,25000000,81.5,31
4647,15700000,54.0,4
4648,9117629,50.95,2
4649,15650000,46.0,2
4650,24000000,57.1,17
4651,17676212,55.8,29
4653,8700000,61.8,3
4654,30203711,50.07,11
4656,9700000,37.0,2
4657,5200000,26.7,3
4658,5250000,26.5,1
4659,18400000,51.2,6
4660,13500000,61.9,16
4661,5600000,26.7,4
4662,13700000,61.0,8
4663,8500000,51.6,22
4665,88500000,148.0,11
4666,12500000,64.0,1
4667,7200000,34.4,5
4669,16000000,64.0,16
4670,17200000,55.0,6
4671,9850000,46.8,13
4672,49912680,113.8,6
4673,39305240,70.0,6
4674,19600000,79.0,1
4675,14917658,58.93,32
4676,22041400,38.2,8
4677,22500000,57.0,31
4678,6395000,42.0,3
4679,20739720,43.0,2
4680,13300000,29.0,2
4681,40800000,100.0,25
4682,26000000,53.4,15
4683,9200000,64.0,10
4685,22698263,57.89,7
4686,8500000,44.8,4
4687,7300000,29.0,3
4688,22268480,42.0,4
4689,20285332,74.0,3
4690,47449512,49.5,16
4691,16250000,54.0,5
4692,17985891,45.4,13
4693,29500000,66.5,6
4694,10950000,32.4,2
4695,31260189,63.27,4
4696,13758092,60.1,5
4697,13388659,48.0,8
4698,36151897,71.5,3
4699,14000000,75.0,1
4700,55000000,117.3,6
4701,11800000,39.0,12
4702,9200000,49.6,1
4703,8200000,35.0,9
4704,36000000,66.4,2
4705,11300000,44.0,4
4706,52840986,127.5,5
4707,23000000,72.7,2
4708,16265420,54.2,6
4709,12338771,57.0,5
4710,12961804,53.25,12
4711,9000000,45.8,8
4712,31000000,93.2,5
4713,19068540,33.96,10
4714,12536221,59.6,21
4715,14770000,45.4,2
4716,6700000,54.2,2
4717,16536402,53.0,6
4718,39000000,95.0,3
4719,12000000,74.0,3
4720,10770215,50.87,9
4721,8150000,38.0,4
4722,18650000,63.2,1
4723,15852650,77.9,6
4724,18000000,66.0,2
4726,37500000,33.0,5
4727,23122600,59.9,3
4728,16527678,64.0,8
4729,21097590,76.0,13
4730,9800000,74.7,7
4732,21131002,51.0,36
4733,23000000,76.4,3
4734,9499000,57.0,6
4735,19500000,62.0,5
4736,12494200,35.0,27
4737,20376420,45.8,7
4738,10700000,63.9,4
4739,6250000,37.0,7
4740,28098200,105.0,13
4741,5724000,24.4,3
4742,10264815,44.5,8
4743,9100000,38.4,10
4744,10000000,47.0,6
4745,7225213,23.6,3
4746,14000000,52.0,14
4747,20000000,53.0,12
4748,14300000,50.4,1
4749,33850000,114.0,14
4750,49500000,123.0,3
4751,16654560,47.0,4
4752,14870317,61.0,12
4753,11535486,58.4,20
4754,19900000,95.7,6
4755,7780000,38.0,8
4756,6650000,38.5,8
4758,14101306,55.65,20
4759,10900000,32.9,5
4760,6400000,36.0,7
4761,18303340,54.2,24
4762,11750000,37.8,7
4763,18390000,65.6,9
4764,13500000,45.0,7
4765,22000000,75.5,9
4766,35400000,60.0,16
4767,9514050,26.0,17
4768,8500000,39.0,8
4769,22963486,58.84,39
4770,18850000,60.9,5
4772,12800000,53.9,9
4773,17079837,67.9,10
4775,12999999,51.2,6
4776,10950000,46.2,8
4777,5299000,37.7,6
4778,33830406,74.8,12
4779,13950000,50.3,25
4780,11700000,60.9,9
4781,12153335,52.6,7
4782,50801082,104.6,7
4783,7602617,36.6,10
4784,48290000,87.8,3
4785,16133644,75.6,28
4786,10332000,45.0,12
4787,12000000,68.2,6
4788,25000000,76.6,5
4789,12220000,38.0,13
4790,31500000,103.0,9
4791,7990000,29.0,2
4792,8232519,41.1,1
4793,9808760,36.0,32
4794,12900000,64.0,6
4795,21500000,98.5,12
4797,19617880,118.18,15
4798,12500000,60.3,1
4799,9500000,70.1,6
4800,12700000,41.1,12
4801,18500000,83.6,14
4802,24994500,47.5,8
4803,21459565,70.5,3
4804,27704964,61.0,5
4805,23500000,53.5,3
4807,5000000,24.68,5
4808,17600000,63.0,3
4810,13265259,40.4,24
4811,18200000,60.3,2
4812,17883180,57.0,9
4813,65000000,140.0,4
4815,36578946,52.8,8
4816,84900000,130.0,19
4817,27500000,75.0,4
4818,17800000,48.0,9
4819,14611300,71.8,12
4820,49990000,102.6,13
4821,16099400,79.7,6
4822,15500000,64.0,2
4823,6836771,24.7,10
4824,10850000,38.3,6
4825,6100000,37.0,9
4826,9400000,60.0,5
4827,13300000,58.2,8
4828,35000000,91.0,6
4829,25500000,54.2,12
4830,9000000,60.5,12
4831,9800000,38.5,9
4832,23586080,74.6,4
4833,10500000,51.3,6
4835,5200000,30.6,5
4837,14100000,45.3,5
4838,10500000,62.0,15
4839,12300000,45.0,20
4840,12500000,40.6,19
4841,14919796,37.5,31
4842,7100000,56.0,4
4843,14711344,70.8,14
4844,6700000,45.0,4
4845,11737417,37.0,25
4846,8300000,42.0,7
4847,23200000,65.52,32
4848,20000000,56.0,18
4849,7800000,33.0,3
4850,33750000,125.0,4
4851,19500000,72.4,12
4852,95800000,110.0,9
4853,19854604,60.8,32
4854,55499999,110.0,11
4855,42995000,103.2,4
4856,17600000,78.0,3
4857,17396080,56.0,18
4858,17400000,80.0,15
4859,20800000,77.0,9
4861,40926200,88.97,34
4862,9200000,33.0,7
4863,16141459,75.0,9
4864,14695000,97.0,6
4865,18521560,29.2,7
4866,27206100,70.3,38
4867,12032000,32.0,24
4868,12499000,43.4,2
4869,54990000,97.0,14
4870,13990000,70.0,14
4872,8000000,44.72,13
4873,55000000,72.0,5
4874,13500000,52.7,4
4875,21170000,44.0,21
4876,8500000,47.3,9
4877,14300000,45.0,3
4878,14980000,62.4,5
4879,28600000,95.0,7
4880,9500000,59.0,16
4881,13141155,78.0,4
4882,14424980,52.0,9
4883,40964000,107.8,19
4884,11000000,46.6,10
4885,14900000,67.0,12
4886,12788185,37.1,18
4887,78000000,119.0,8
4888,15600070,78.84,8
4889,13500000,43.0,6
4890,14000000,44.0,4
4891,5650000,31.3,2
4892,46000000,119.1,19
4894,19890000,66.0,11
4895,33588850,83.04,34
4896,33827892,100.0,7
4898,62840962,118.5,15
4899,56000000,110.0,2
4900,58000000,131.0,4
4901,14200000,56.5,7
4902,13319460,65.1,5
4903,12500000,37.2,6
4904,49940000,109.0,4
4905,44478572,93.5,8
4906,12400000,52.3,11
4907,8700000,32.7,6
4908,15000000,32.2,26
4909,30000000,68.0,3
4910,22949229,69.56,14
4911,108256024,111.78,10
4913,13950000,43.0,1
4914,37457010,76.6,32
4915,22964067,70.7,9
4916,18500000,45.8,2
4917,39500000,102.0,19
4918,14000000,55.9,1
4919,19700000,91.8,12
4920,23280796,100.0,7
4921,8200000,52.0,4
4922,8821080,42.8,10
4923,11551900,33.1,18
4924,20500000,58.0,13
4925,28849504,90.0,4
4926,12700000,35.5,9
4927,15500000,28.9,31
4928,9200000,62.8,2
4930,16490000,54.0,2
4931,29700000,93.6,6
4932,14207886,38.5,11
4933,10629634,41.7,10
4934,8290000,41.4,16
4935,125000000,150.0,9
4936,15700000,63.7,12
4938,14425000,38.6,5
4939,53929800,133.16,3
4940,21900000,72.0,33
4942,8500000,42.0,6
4943,14800000,40.0,2
4944,17800000,32.8,3
4945,18228540,42.6,7
4946,12200000,38.9,4
4948,27184124,68.0,5
4949,16800000,62.0,8
4950,6150000,44.0,4
4951,11950000,95.9,16
4954,15320709,54.0,3
4955,11600000,75.0,3
4956,8722824,26.0,3
4957,68500000,132.0,20
4958,44999000,66.0,17
4959,28500000,75.0,7
4960,21100000,44.96,13
4961,29205000,53.1,2
4963,5270000,38.0,2
4964,20500000,65.1,6
4965,11020000,49.5,3
4966,31542500,68.0,39
4967,10000000,58.1,3
4968,17226822,48.0,4
4969,13900000,58.2,16
4970,13160224,47.3,6
4971,11750000,36.0,6
4972,14200000,41.5,1
4974,7318557,59.91,25
4975,29900000,85.2,31
4976,8300000,44.8,4
4977,12919459,54.0,5
4979,18500000,59.5,4
4980,9178025,35.0,2
4981,9800000,46.0,8
4982,14000000,37.0,10
4983,10500000,38.9,2
4984,6850000,28.2,11
4985,23400000,86.6,4
4986,9100000,44.0,7
4987,15000000,44.0,3
4988,7952502,30.6,2
4989,6262744,45.85,2
4990,11347380,60.5,7
4991,17546360,53.0,21
4992,24000000,80.0,2
4993,25000000,71.0,15
4994,35000000,115.5,12
4996,14900000,97.3,2
4997,8700000,44.6,12
4999,12000000,42.0,10
5000,18422868,44.0,36
5001,73000000,71.1,5
5002,15000000,48.0,1
5003,9250000,43.2,9
5004,15000000,56.0,1
5005,31800000,97.3,24
5006,13490000,36.2,8
5007,9500000,44.6,17
5008,18500000,52.0,4
5009,6300000,37.9,4
5010,10850000,37.0,1
5011,9300000,40.1,3
5012,6390000,43.7,7
5013,9850000,54.8,8
5014,18000000,97.9,15
5015,68900000,149.0,22
5016,10584151,60.1,10
5017,21035692,46.2,23
5018,21250000,54.2,1
5019,23900000,82.5,13
5020,46920437,120.92,6
5021,10941450,54.3,17
5022,9237840,24.4,20
5023,26524980,77.4,2
5024,19250000,70.0,10
5025,19667200,43.9,19
5026,16485900,53.7,27
5027,15500000,39.8,7
5028,9700000,45.0,21
5029,34000000,57.0,9
5030,26106000,45.8,7
5031,21000000,63.0,7
5032,18200000,62.0,5
5033,8800000,50.9,12
5034,19500000,56.0,2
5036,7784773,24.0,12
5037,8100000,66.3,7
5038,11403600,26.0,35
5039,29968890,49.21,7
5040,5200000,35.0,10
5041,47580370,102.8,8
5042,16618630,65.3,15
5043,11950000,39.0,5
5044,16607332,66.9,4
5045,19997000,58.6,17
5046,63162700,79.4,20
5047,12730500,41.0,13
5048,19000000,65.0,5
5049,54736770,97.57,9
5050,7300000,37.7,6
5051,26500000,94.0,2
5052,29281329,63.8,2
5053,35500000,143.5,9
5054,21229563,50.2,14
5055,14725270,87.6,13
5056,9900000,52.0,3
5057,12800000,69.0,12
5058,18485428,95.45,6
5059,15165308,45.9,28
5060,15248740,52.6,11
5061,11800000,90.7,9
5062,10500000,57.0,4
5063,14478732,52.8,12
5064,63215250,147.8,4
5065,7750000,38.0,12
5066,14000000,56.0,13
5067,9990000,56.0,4
5068,9343126,47.0,7
5069,17800000,66.0,27
5071,12250000,56.5,22
5072,19100000,57.2,8
5073,14850000,78.9,3
5074,10413217,37.0,8
5075,18500000,78.3,22
5076,8200000,59.2,3
5077,65000000,140.0,2
5078,13900000,93.0,13
5079,32643790,77.3,11
5080,13086716,33.0,29
5081,7500000,32.2,4
5082,11700000,80.0,4
5083,8500000,45.5,3
5085,9950000,42.3,5
5086,54055040,116.8,3
5087,10759225,39.1,2
5088,30000000,77.0,2
5089,106973544,112.83,2
5090,20450000,72.0,15
5091,5950000,30.4,1
5092,20000000,63.2,4
5093,18200000,52.4,12
5094,14876600,67.5,2
5095,9350000,46.0,6
5096,11200000,44.4,3
5097,19900000,113.0,2
5098,29400000,75.0,14
5099,12399000,80.0,4
5100,21065700,42.6,7
5101,13308231,58.4,12
5102,18700000,39.7,6
5103,34000000,120.1,12
5104,7471256,37.81,5
5105,9718055,40.2,4
5106,30700000,84.8,22
5107,75000000,108.1,7
5108,10100000,73.0,5
5109,19300000,44.3,4
5110,9763784,24.8,12
5111,23400000,74.1,2
5114,30000000,79.2,3
5115,30000000,34.4,9
5116,65000000,105.0,30
5117,12800000,44.2,5
5118,16900000,52.0,3
5119,9800000,31.0,4
5120,7488480,24.0,9
5121,10500000,33.0,5
5122,45000000,99.9,14
5123,17500000,56.9,7
5124,18480000,40.0,16
5125,5500000,43.0,8
5126,18500000,70.0,7
5127,5600000,26.0,2
5128,122382000,126.78,3
5129,17096908,86.0,5
5130,7990000,52.2,1
5131,18900000,54.5,2
5132,19419780,47.4,17
5133,7400000,57.4,1
5134,41800000,116.0,6
5135,11145032,40.75,19
5136,8282035,32.2,6
5137,6800000,36.0,2
5138,12700000,66.0,3
5140,14990000,60.0,5
5141,34545082,94.6,8
5142,19588802,53.1,21
5143,13000000,62.8,2
5144,22000000,116.5,2
5145,7500000,45.0,1
5146,21250000,96.0,4
5147,6400000,30.0,9
5148,8650000,33.0,2
5149,16000000,82.0,12
5150,11950000,53.5,1
5151,13900000,47.1,8
5152,11500000,62.5,9
5153,91999000,125.0,3
5154,22900000,74.0,12
5155,8570954,44.7,19
5156,6400000,37.1,3
5157,10750000,86.2,15
5158,13700000,75.6,17
5159,12800000,42.0,4
5160,19182000,83.4,5
5161,24814455,42.8,16
5162,24390600,76.7,4
5163,15500000,56.8,8
5164,22100000,46.0,24
5166,12500000,60.0,8
5167,9500000,65.3,5
5168,17900000,72.9,2
5169,13344287,49.0,32
5170,20150000,79.0,13
5171,15400000,73.0,7
5172,9300000,43.0,6
5173,9193846,48.5,3
5174,7795960,28.7,12
5175,13500000,37.7,12
5176,13000000,66.1,3
5177,16500000,64.7,2
5178,10700000,38.7,4
5179,11800000,39.0,7
5180,22908982,38.3,5
5181,13500000,51.3,17
5182,24000000,78.0,17
5183,46842660,118.89,21
5184,20736912,41.0,30
5186,15672792,66.88,2
5187,10800000,42.0,3
5188,7800000,34.0,16
5189,11000000,38.1,18
5190,47990000,84.6,6
5191,7671033,23.7,7
5192,11500000,38.4,6
5193,8800000,31.7,2
5194,12600000,62.1,14
5195,56702800,108.0,10
5196,5200000,23.7,17
5197,31990000,85.0,9
5198,21990000,78.8,3
5199,27000000,85.0,10
5200,38500000,55.5,5
5201,9200000,41.0,11
5202,16600000,63.1,6
5203,15500000,74.0,7
5204,18998442,51.3,36
5205,20685480,66.9,6
5206,18600000,53.0,30
5207,21499000,73.6,4
5208,103000000,150.7,25
5209,22000000,52.3,1
5210,13192000,38.8,26
5211,10300000,50.7,6
5212,31990000,65.0,3
5213,29000000,54.5,4
5214,17490000,39.5,25
5215,20368100,70.6,3
5216,10600000,37.3,9
5217,26900000,60.1,31
5219,47672280,107.37,17
5220,16900000,65.0,8
5221,19900000,69.5,12
5222,35536310,82.07,34
5223,6680000,38.0,14
5224,9000000,44.0,2
5225,21000000,60.0,12
5226,19500000,36.0,8
5227,17500000,71.3,3
5228,11999000,56.0,9
5229,13700000,50.6,7
5230,16900000,59.0,28
5231,9700000,63.8,13
5232,8400000,52.0,2
5233,51383448,105.4,3
5234,59800000,91.0,3
5235,28726885,72.38,4
5236,10800000,35.4,6
5237,23900000,92.0,6
5238,5850000,44.3,7
5239,7200000,43.5,5
5240,16000000,56.0,7
5241,21500000,43.0,3
5242,8200000,43.1,2
5243,21800190,44.7,4
5244,17877204,73.9,5
5246,16868816,63.0,3
5247,17600000,38.5,11
5248,14700000,40.0,4
5249,6500000,42.4,6
5250,17175488,39.0,11
5251,10500000,31.6,1
5252,57000000,103.0,2
5253,14000000,45.11,3
5254,12212000,34.4,22
5255,19000000,60.3,13
5257,33464772,67.32,17
5259,12000000,49.0,9
5260,9190000,68.1,4
5261,9700000,45.3,7
5262,12900000,57.0,3
5263,13200000,62.4,20
5264,14027689,67.2,17
5265,43802380,96.11,27
5266,24200000,80.4,11
5267,6650000,39.0,8
5268,29650000,83.5,2
5269,14700000,48.5,16
5270,43096560,76.0,2
5271,8500000,32.8,8
5272,7100000,39.7,2
5274,11950000,43.2,2
5275,19000000,39.1,7
5276,17671248,63.0,2
5277,39900000,75.0,2
5278,35999959,88.7,10
5279,7221125,30.4,9
5280,21500000,77.0,5
5281,48000000,110.0,37
5282,15300000,65.0,9
5283,10900000,43.7,1
5284,15250000,54.5,22
5285,14300000,75.7,12
5286,20500000,79.0,6
5287,9500000,42.1,14
5288,11350000,61.0,14
5289,6500000,35.0,9
5291,32300000,53.0,6
5292,90000000,129.0,5
5294,11523000,50.1,3
5295,60000000,108.0,8
5296,14000000,38.6,2
5297,28879844,60.0,7
5298,72009000,107.0,8
5299,25257927,70.76,22
5300,5300000,32.4,3
5301,23960000,65.0,3
5302,11490000,37.9,2
5303,15750000,63.2,5
5304,13300000,51.0,3
5305,13500000,46.0,8
5306,45970360,112.1,4
5307,10400000,61.8,12
5308,14250000,55.1,4
5309,8590000,39.0,9
5310,44179268,112.9,11
5311,36733360,60.1,11
5312,9928728,37.0,2
5313,17694452,45.0,6
5314,6700000,31.7,6
5315,11069302,33.0,16
5316,13294000,39.1,24
5317,25500000,55.8,8
5319,17900000,72.9,2
5320,12300000,80.7,8
5321,17800000,63.4,11
5322,15203157,55.0,11
5323,5900000,40.5,8
5324,7800000,44.0,1
5325,50462501,103.1,12
5326,23344350,63.67,7
5328,10600000,66.4,16
5329,11350000,63.4,7
5330,54000000,118.0,6
5331,7750000,57.4,8
5332,11400000,47.4,1
5333,38798997,49.9,14
5334,23467259,70.65,9
5335,59000000,72.8,33
5336,72000000,102.0,3
5337,43070880,98.0,21
5338,6400000,31.0,4
5339,8903126,36.0,4
5340,20500000,56.3,6
5341,16000000,71.5,9
5342,18805293,84.2,14
5343,25838870,97.0,17
5344,114365000,128.5,5
5345,10035000,43.5,10
5346,10500000,37.8,1
5348,23795600,76.0,3
5349,7300000,37.0,5
5351,16400000,55.0,2
5352,10000000,61.7,1
5354,18500000,45.0,3
5355,11677281,38.0,3
5356,15874240,45.0,21
5357,22500000,120.3,5
5359,13500000,68.9,8
5360,6500000,26.5,2
5361,86640000,142.5,5
5362,17695860,54.6,20
5363,27000000,62.6,2
5364,8000000,48.9,8
5365,87000000,127.8,2
5366,13825640,42.1,7
5367,31703960,72.0,8
5368,35060840,64.0,5
5369,15742500,104.95,5
5370,33056520,101.5,18
5371,12600000,37.3,15
5372,24780000,46.09,15
5373,12000000,41.0,3
5374,6300000,28.0,16
5375,10600000,44.0,5
5376,12300000,48.2,4
5377,19800000,65.0,1
5378,47509999,91.99,9
5379,8400000,46.5,14
5380,16694145,58.5,7
5381,6949908,31.72,3
5382,5950000,32.3,10
5383,11400000,40.0,2
5384,23415614,65.0,13
5386,14900000,63.0,5
5387,10367170,60.4,3
5388,43500000,69.0,7
5390,13500000,51.1,4
5391,10996307,41.0,17
5392,14400000,65.0,21
5393,15900000,37.8,2
5394,17472653,32.36,6
5395,7100000,44.5,2
5396,9900000,37.2,15
5397,17800000,77.0,2
5398,40465420,110.0,4
5399,9500000,43.0,4
5400,18646823,43.17,11
5401,29391109,55.81,7
5402,20900000,64.0,2
5403,40668609,92.9,17
5404,14400000,58.0,6
5405,32084460,65.0,15
5406,7000000,53.0,13
5407,12848330,34.9,22
5408,10200000,36.0,9
5409,11200000,54.0,8
5410,10000000,46.0,4
5411,18278790,44.9,7
5412,23849114,41.0,3
5413,5684000,28.88,1
5414,9500000,58.0,6
5415,17300000,69.2,6
5416,23500000,74.0,11
5417,17210400,57.0,3
5418,17500000,53.5,16
5419,15200000,61.0,3
5420,24000000,82.7,2
5421,15159452,56.0,7
5422,12700000,54.4,11
5423,41881500,73.8,18
5424,21193649,63.1,13
5425,20328252,67.0,2
5426,5650000,24.3,4
5427,12414748,55.4,8
5428,16800000,38.8,18
5429,83000000,104.0,5
5430,28682500,110.0,13
5431,15500000,57.9,5
5432,17200000,56.1,5
5433,23155000,44.0,13
5434,9809800,61.6,15
5435,20000000,58.0,9
5436,13500000,55.0,4
5437,9800000,49.0,14
5438,18891171,84.42,16
5439,15900000,48.0,3
5440,33840000,57.0,28
5441,14500000,58.0,5
5442,12300000,53.4,1
5443,12447037,55.65,18
5444,6700000,35.6,2
5445,17532075,43.45,15
5446,16500000,47.7,4
5447,6620000,29.6,14
5448,8000000,41.0,14
5449,7998000,35.4,21
5450,6250000,29.7,2
5451,8900000,42.6,2
5452,19223992,36.65,15
5453,17800000,57.9,2
5454,34500000,64.0,15
5455,11500000,43.0,1
5456,17000000,55.0,6
5457,8000000,28.7,5
5458,10688474,61.39,11
5459,16700000,50.0,12
5460,7227661,31.3,13
5461,18100000,60.0,9
5462,38350000,74.86,13
5463,12300000,42.0,1
5464,13400000,86.1,2
5465,7500000,37.0,3
5467,16500000,39.4,2
5469,19152000,33.6,11
5470,10500000,80.6,14
5472,50069250,86.7,2
5473,10000000,37.2,8
5474,5950000,30.0,5
5475,25900000,80.0,18
5476,16902080,54.4,11
5478,44940000,93.66,17
5479,49232740,103.0,11
5480,10750000,42.3,2
5481,10700000,36.6,5
5482,37000000,101.0,12
5483,8250000,49.0,1
5484,15990000,85.8,11
5485,53900000,150.0,20
5486,14500000,41.0,16
5487,47491620,103.4,9
5488,9808009,60.6,6
5489,16000000,59.0,7
5490,17500000,57.4,4
5491,20333687,62.5,29
5492,32054392,66.0,30
5493,21500000,77.0,4
5494,26220000,92.0,12
5495,6900000,31.0,5
5496,14000000,52.0,4
5497,10700000,41.9,5
5498,7700000,58.4,5
5500,7490000,37.9,11
5501,12407548,42.8,20
5502,10990000,44.6,2
5503,16700000,43.0,8
5504,22500000,79.0,10
5505,17500000,57.7,11
5506,19800000,57.3,16
5507,14379581,26.46,35
5508,32000000,85.0,16
5509,44852100,47.02,8
5510,12100000,43.2,6
5511,88305280,147.2,14
5512,13000000,38.0,13
5513,58500000,93.5,9
5514,6866978,36.5,2
5515,28046152,75.6,37
5516,32054907,102.6,28
5517,21390000,47.0,6
5518,15700000,58.3,13
5519,16500000,60.0,6
5521,9800000,40.0,15
5522,35000000,106.0,9
5523,73843880,80.32,3
5524,8400000,35.0,2
5526,9250000,39.0,1
5527,32846250,71.25,30
5528,12600000,39.2,11
5529,42505710,94.9,20
5530,7500000,38.0,14
5532,12537240,57.3,16
5534,6350000,43.0,4
5535,13199000,44.3,3
5536,12900000,46.1,12
5537,6498798,41.66,8
5538,6500000,35.0,2
5539,6500000,32.5,9
5540,14523288,62.0,9
5541,8400000,37.0,7
5542,49000000,156.0,7
5544,15800000,68.8,2
5545,21897388,51.9,19
5546,49000000,97.3,7
5547,6750000,48.3,7
5548,7600000,33.3,14
5549,34000000,70.0,19
5550,6950000,52.8,1
5551,11300000,42.6,3
5552,17820810,57.0,8
5553,39900000,121.0,16
5554,12980000,32.3,14
5555,8774937,72.31,15
5556,22500000,56.7,3
5557,14300000,102.6,5
5558,31620000,61.76,21
5559,15700000,60.5,12
5560,37500000,94.4,4
5562,10500000,36.6,3
5563,23400000,60.0,10
5564,6800000,39.1,17
5565,14100000,64.0,15
5566,12368555,46.14,24
5567,5500000,40.1,7
5570,56921000,116.9,14
5571,6751254,48.3,6
5572,16380000,131.8,11
5573,30000000,57.9,15
5574,13240000,34.0,2
5575,16500000,44.6,3
5576,16000000,35.6,15
5577,7100000,38.0,11
5578,13800000,35.6,17
5579,17732394,74.0,10
5580,7000000,35.1,13
5581,40293971,95.29,3
5582,20415360,37.2,2
5583,14753750,72.5,14
5584,10500000,44.1,4
5585,27500000,73.0,13
5586,24500000,50.0,6
5587,27000000,50.0,10
5588,20000000,67.5,3
5589,15336936,79.5,19
5590,14999000,73.9,17
5591,8100000,55.3,8
5593,19500000,78.1,6
5594,41006717,86.1,18
5595,18700004,62.81,6
5596,25324766,46.57,6
5599,17526150,43.5,10
5600,39179592,75.0,8
5601,59950000,67.0,43
5602,9000000,33.7,3
5603,9500000,53.5,17
5604,59498798,111.0,14
5605,8750000,54.4,4
5606,36000000,120.0,4
5607,7450000,35.4,5
5608,7200000,43.5,5
5609,64906560,111.6,6
5610,6432170,37.1,9
5611,30000000,79.6,3
5612,15500000,31.7,5
5613,13200000,38.0,16
5614,9012432,34.9,12
5615,9100000,66.1,3
5616,16500000,53.6,4
5618,20817280,70.4,6
5619,8950000,50.5,8
5620,18800000,52.0,6
5621,26500000,75.0,7
5623,8700000,70.0,10
5624,14400000,74.0,9
5625,26800000,83.9,5
5626,8300000,54.0,3
5627,18500000,40.5,4
5628,8350000,55.8,3
5629,8300000,30.0,5
5630,22700000,78.0,8
5631,15000000,52.0,15
5632,15300000,50.0,3
5633,11800000,47.8,7
5634,39786817,66.7,13
5635,10500000,32.0,2
5636,73000000,128.2,9
5637,21030000,44.02,19
5638,10600000,43.7,2
5639,43740150,100.91,24
5640,9100000,38.0,2
5641,12021300,68.4,3
5642,32100000,92.4,3
5643,14900000,64.4,3
5644,7500000,53.0,3
5645,18005082,39.8,41
5646,9250000,51.3,9
5647,14900000,66.7,2
5648,22890000,53.4,7
5649,18800000,74.6,1
5650,115577280,123.48,2
5651,10950000,87.0,8
5652,10850000,47.0,1
5653,59000000,151.0,23
5654,13000000,52.4,10
5655,40057288,94.0,40
5656,95000000,124.0,2
5657,11800000,64.1,9
5658,11200000,58.2,16
5659,29021440,65.6,6
5660,14947830,27.63,15
5661,11800000,61.2,9
5662,30677531,85.13,9
5663,12500000,54.4,10
5664,5099000,42.5,5
5665,10750000,32.7,4
5666,6547366,47.2,17
5667,16660122,43.17,8
5668,13799895,59.5,7
5669,21500000,93.5,12
5670,38467420,84.73,11
5671,13900000,42.0,6
5672,25500000,67.1,6
5673,13500000,62.6,9
5674,18600000,76.0,16
5675,12308010,50.2,10
5676,15000000,34.1,14
5677,10800000,35.0,1
5678,12500000,79.6,8
5679,15319202,63.03,20
5680,15756202,44.0,45
5681,13000000,43.3,9
5682,7500000,38.0,7
5683,17600000,65.0,5
5685,10250000,43.0,12
5686,33500000,65.0,5
5687,20100000,76.3,13
5689,11900000,65.8,17
5690,18600000,40.0,6
5691,40000000,127.5,3
5693,13800000,38.1,19
5694,22600000,82.5,20
5695,35036880,100.8,43
5697,17500000,82.6,2
5698,18500000,56.2,26
